0,0
8,1
14,2
9,3
5,4
1,5
14,6
0,7
0,8
9,9
13,10
16,11
13,12
3,13
3,14
2,15
5,16
3,17
15,18
3,19
14,20
11,21
16,22
14,23
8,24
16,25
11,26
11,27
15,28
5,29
2,30
12,31
4,32
12,33
6,34
3,35
16,36
13,37
15,38
11,39
9,40
1,41
0,42
2,43
14,44
8,45
9,46
4,47
13,48
10,49
10,50
2,51
0,52
4,53
15,54
12,55
14,56
6,57
12,58
4,59
2,60
1,61
10,62
9,63
8,64
0,65
11,66
4,67
12,68
5,69
3,70
10,71
12,72
5,73
10,74
15,75
1,76
9,77
7,78
12,79
9,80
2,81
10,82
0,83
14,84
7,85
4,86
6,87
4,88
7,89
15,90
15,91
6,92
1,93
13,94
3,95
10,96
2,97
13,98
13,99
