56,0
26,1
37,2
1,3
5,4
24,5
52,6
33,7
0,8
10,9
46,10
46,11
11,12
50,13
44,14
13,15
42,16
7,17
12,18
51,19
5,20
21,21
54,22
30,23
15,24
5,25
18,26
22,27
51,28
24,29
54,30
35,31
28,32
43,33
21,34
50,35
37,36
46,37
19,38
47,39
41,40
3,41
32,42
24,43
41,44
30,45
46,46
11,47
36,48
28,49
17,50
30,51
52,52
35,53
21,54
49,55
44,56
50,57
10,58
35,59
24,60
4,61
1,62
50,63
17,64
56,65
20,66
0,67
42,68
49,69
33,70
43,71
19,72
30,73
3,74
44,75
33,76
10,77
4,78
31,79
26,80
27,81
12,82
41,83
47,84
26,85
49,86
30,87
12,88
18,89
47,90
49,91
34,92
44,93
24,94
23,95
10,96
33,97
29,98
1,99
5,100
13,101
42,102
39,103
21,104
46,105
3,106
44,107
30,108
38,109
48,110
47,111
52,112
56,113
4,114
42,115
44,116
22,117
1,118
24,119
28,120
37,121
17,122
7,123
12,124
8,125
26,126
34,127
52,128
35,129
29,130
41,131
17,132
51,133
7,134
21,135
20,136
10,137
30,138
53,139
10,140
44,141
48,142
7,143
56,144
7,145
42,146
38,147
56,148
52,149
47,150
54,151
46,152
26,153
47,154
38,155
4,156
50,157
7,158
44,159
52,160
9,161
28,162
34,163
37,164
50,165
41,166
38,167
42,168
20,169
0,170
12,171
24,172
34,173
50,174
46,175
32,176
21,177
31,178
47,179
46,180
24,181
31,182
4,183
36,184
3,185
38,186
15,187
20,188
34,189
51,190
24,191
34,192
51,193
23,194
9,195
46,196
21,197
10,198
37,199
50,200
3,201
33,202
1,203
49,204
10,205
42,206
35,207
37,208
27,209
1,210
20,211
51,212
32,213
35,214
20,215
26,216
12,217
8,218
51,219
39,220
5,221
15,222
54,223
48,224
26,225
53,226
0,227
29,228
15,229
28,230
54,231
3,232
13,233
8,234
53,235
56,236
9,237
33,238
37,239
55,240
49,241
47,242
27,243
0,244
5,245
17,246
28,247
46,248
15,249
44,250
53,251
47,252
22,253
51,254
18,255
30,256
10,257
46,258
27,259
3,260
39,261
52,262
34,263
12,264
32,265
9,266
53,267
54,268
53,269
1,270
21,271
38,272
55,273
49,274
4,275
56,276
28,277
38,278
27,279
54,280
29,281
34,282
29,283
43,284
11,285
8,286
5,287
0,288
46,289
8,290
4,291
51,292
38,293
13,294
41,295
48,296
48,297
39,298
17,299
48,300
11,301
13,302
26,303
56,304
43,305
42,306
20,307
19,308
35,309
29,310
43,311
28,312
24,313
8,314
39,315
51,316
33,317
4,318
7,319
26,320
29,321
41,322
33,323
10,324
50,325
30,326
39,327
5,328
39,329
23,330
44,331
56,332
29,333
55,334
17,335
48,336
7,337
55,338
55,339
56,340
20,341
22,342
32,343
34,344
10,345
3,346
18,347
48,348
33,349
49,350
39,351
13,352
30,353
19,354
55,355
29,356
34,357
56,358
22,359
37,360
10,361
12,362
42,363
5,364
22,365
4,366
32,367
33,368
54,369
30,370
18,371
12,372
0,373
51,374
34,375
32,376
35,377
49,378
1,379
29,380
44,381
31,382
17,383
17,384
23,385
32,386
53,387
31,388
55,389
1,390
46,391
42,392
47,393
32,394
19,395
0,396
9,397
50,398
20,399
20,400
35,401
31,402
47,403
15,404
37,405
23,406
5,407
3,408
13,409
50,410
24,411
53,412
35,413
17,414
35,415
27,416
31,417
19,418
15,419
49,420
8,421
22,422
28,423
3,424
18,425
35,426
29,427
29,428
38,429
18,430
47,431
28,432
38,433
37,434
20,435
27,436
1,437
8,438
49,439
36,440
12,441
12,442
30,443
53,444
17,445
51,446
11,447
13,448
34,449
31,450
24,451
42,452
55,453
7,454
9,455
51,456
21,457
21,458
3,459
36,460
48,461
34,462
31,463
27,464
27,465
11,466
17,467
23,468
48,469
1,470
5,471
1,472
26,473
43,474
22,475
42,476
32,477
17,478
48,479
31,480
49,481
41,482
0,483
47,484
29,485
55,486
46,487
11,488
8,489
10,490
34,491
8,492
50,493
20,494
37,495
27,496
29,497
24,498
26,499
7,500
18,501
42,502
39,503
36,504
5,505
29,506
11,507
35,508
7,509
20,510
0,511
12,512
28,513
22,514
33,515
39,516
46,517
21,518
4,519
3,520
32,521
12,522
21,523
9,524
13,525
10,526
13,527
15,528
34,529
10,530
23,531
28,532
44,533
27,534
50,535
56,536
15,537
4,538
36,539
48,540
10,541
39,542
3,543
22,544
28,545
48,546
31,547
24,548
30,549
27,550
