10, 6
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
48, 28, 27, 16, 13, 46, 17, 11, 5, 12, 4, 39, 43, 19, 2, 32, 29, 18, 49, 31, 44, 22, 21, 8, 47, 26, 24, 30, 45, 34, 38, 37, 14, 3, 25, 42, 0, 33, 6, 23, 9, 40, 1, 7, 35, 15, 20, 41, 10, 36
