10,0
282,1
37,2
58,3
257,4
293,5
4,6
254,7
47,8
60,9
336,10
167,11
49,12
104,13
333,14
86,15
276,16
304,17
67,18
108,19
88,20
75,21
86,22
20,23
247,24
257,25
163,26
58,27
191,28
307,29
153,30
176,31
135,32
393,33
381,34
77,35
357,36
366,37
253,38
295,39
60,40
119,41
378,42
45,43
3,44
28,45
69,46
59,47
354,48
333,49
292,50
203,51
55,52
321,53
239,54
177,55
194,56
12,57
226,58
138,59
20,60
209,61
166,62
76,63
381,64
11,65
397,66
283,67
315,68
0,69
50,70
98,71
211,72
395,73
202,74
260,75
385,76
182,77
369,78
93,79
105,80
34,81
226,82
132,83
320,84
112,85
140,86
309,87
129,88
159,89
21,90
221,91
190,92
176,93
246,94
170,95
23,96
279,97
227,98
242,99
294,100
285,101
172,102
65,103
200,104
324,105
138,106
333,107
325,108
367,109
324,110
138,111
259,112
224,113
80,114
389,115
308,116
336,117
177,118
15,119
216,120
397,121
3,122
78,123
325,124
389,125
16,126
250,127
172,128
181,129
189,130
152,131
171,132
265,133
307,134
207,135
323,136
114,137
199,138
320,139
36,140
155,141
207,142
16,143
132,144
116,145
112,146
236,147
316,148
163,149
344,150
83,151
5,152
107,153
87,154
196,155
163,156
347,157
42,158
12,159
217,160
351,161
226,162
203,163
221,164
252,165
378,166
93,167
349,168
131,169
148,170
83,171
72,172
61,173
222,174
97,175
287,176
28,177
170,178
55,179
142,180
229,181
10,182
47,183
391,184
359,185
349,186
52,187
290,188
18,189
32,190
251,191
83,192
348,193
34,194
296,195
176,196
52,197
139,198
290,199
285,200
51,201
334,202
374,203
7,204
348,205
58,206
20,207
23,208
370,209
176,210
258,211
159,212
22,213
97,214
313,215
18,216
74,217
96,218
229,219
233,220
216,221
311,222
350,223
236,224
194,225
254,226
352,227
9,228
241,229
192,230
133,231
295,232
371,233
314,234
253,235
61,236
222,237
331,238
139,239
73,240
62,241
128,242
62,243
188,244
231,245
98,246
97,247
185,248
344,249
267,250
74,251
233,252
96,253
123,254
320,255
153,256
159,257
97,258
275,259
80,260
72,261
32,262
142,263
118,264
197,265
355,266
23,267
127,268
381,269
350,270
13,271
383,272
48,273
166,274
272,275
266,276
343,277
242,278
348,279
38,280
230,281
73,282
131,283
254,284
67,285
158,286
358,287
182,288
49,289
29,290
72,291
335,292
38,293
164,294
67,295
119,296
262,297
322,298
52,299
99,300
312,301
242,302
21,303
42,304
251,305
114,306
156,307
70,308
44,309
42,310
172,311
193,312
5,313
34,314
88,315
357,316
325,317
14,318
157,319
308,320
300,321
289,322
89,323
180,324
186,325
127,326
221,327
161,328
297,329
313,330
252,331
130,332
234,333
143,334
329,335
289,336
173,337
247,338
277,339
165,340
194,341
145,342
387,343
285,344
59,345
134,346
68,347
294,348
106,349
380,350
161,351
339,352
343,353
296,354
369,355
191,356
54,357
215,358
220,359
132,360
192,361
211,362
1,363
68,364
260,365
321,366
79,367
113,368
71,369
177,370
83,371
204,372
340,373
131,374
64,375
280,376
344,377
239,378
250,379
108,380
78,381
306,382
206,383
366,384
399,385
144,386
371,387
386,388
102,389
140,390
17,391
396,392
6,393
306,394
112,395
318,396
180,397
317,398
259,399
205,400
335,401
239,402
71,403
1,404
308,405
273,406
60,407
53,408
104,409
80,410
95,411
90,412
391,413
291,414
12,415
391,416
161,417
175,418
330,419
210,420
373,421
258,422
199,423
222,424
70,425
189,426
198,427
8,428
58,429
266,430
301,431
237,432
327,433
89,434
332,435
359,436
275,437
141,438
233,439
300,440
321,441
56,442
379,443
189,444
341,445
63,446
42,447
314,448
372,449
185,450
27,451
375,452
276,453
2,454
149,455
323,456
103,457
392,458
267,459
323,460
189,461
210,462
193,463
265,464
310,465
25,466
302,467
132,468
251,469
31,470
226,471
257,472
101,473
227,474
217,475
104,476
26,477
100,478
376,479
65,480
162,481
323,482
295,483
175,484
172,485
40,486
390,487
118,488
262,489
169,490
161,491
240,492
138,493
296,494
340,495
146,496
111,497
168,498
43,499
249,500
69,501
150,502
241,503
358,504
92,505
139,506
306,507
66,508
356,509
185,510
179,511
224,512
6,513
95,514
185,515
185,516
5,517
157,518
107,519
363,520
44,521
218,522
191,523
19,524
164,525
378,526
25,527
198,528
32,529
334,530
370,531
94,532
311,533
242,534
149,535
0,536
279,537
213,538
294,539
120,540
39,541
242,542
171,543
313,544
344,545
196,546
74,547
262,548
150,549
390,550
236,551
64,552
49,553
88,554
51,555
370,556
165,557
269,558
276,559
61,560
330,561
397,562
399,563
198,564
34,565
25,566
31,567
321,568
335,569
305,570
146,571
117,572
12,573
173,574
376,575
312,576
314,577
369,578
362,579
108,580
135,581
73,582
208,583
123,584
94,585
169,586
150,587
313,588
394,589
245,590
308,591
264,592
190,593
285,594
169,595
5,596
154,597
82,598
145,599
196,600
254,601
108,602
338,603
31,604
191,605
151,606
261,607
220,608
55,609
99,610
143,611
346,612
252,613
6,614
133,615
390,616
2,617
371,618
103,619
359,620
66,621
197,622
304,623
352,624
245,625
280,626
179,627
216,628
256,629
360,630
366,631
145,632
334,633
152,634
43,635
101,636
302,637
363,638
90,639
55,640
182,641
291,642
142,643
178,644
317,645
167,646
67,647
342,648
243,649
210,650
241,651
20,652
80,653
120,654
94,655
64,656
391,657
268,658
166,659
255,660
232,661
7,662
50,663
116,664
108,665
179,666
230,667
119,668
25,669
268,670
40,671
342,672
180,673
112,674
162,675
234,676
298,677
239,678
367,679
317,680
165,681
242,682
381,683
289,684
180,685
386,686
105,687
81,688
85,689
21,690
42,691
103,692
223,693
348,694
225,695
279,696
135,697
164,698
327,699
37,700
320,701
244,702
354,703
195,704
215,705
54,706
161,707
195,708
10,709
44,710
190,711
2,712
321,713
229,714
327,715
298,716
283,717
246,718
78,719
129,720
111,721
329,722
167,723
110,724
177,725
383,726
347,727
378,728
334,729
175,730
159,731
196,732
242,733
198,734
337,735
394,736
48,737
47,738
248,739
391,740
173,741
227,742
270,743
192,744
263,745
107,746
374,747
369,748
10,749
44,750
33,751
293,752
274,753
50,754
368,755
352,756
310,757
61,758
86,759
263,760
394,761
126,762
367,763
37,764
97,765
148,766
211,767
63,768
319,769
238,770
360,771
113,772
169,773
314,774
267,775
357,776
290,777
