1000
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
9, 1, 53, 0, 36, 50, 3, 28, 12, 32, 24, 18, 37, 23, 44, 26, 49, 19, 34, 21, 52, 30, 41, 5, 20, 7, 11, 10, 39, 38, 27, 43, 54, 8, 56, 4, 15, 55, 13, 17, 33, 31, 29, 35, 42, 48, 51, 46, 22, 47, 2, 25, 45, 6, 14, 16, 40
