17, 7
29, 19, 96, 62, 95, 41, 9, 92, 5, 40, 89, 79, 7, 87, 66, 38, 50, 76, 32, 0, 80, 28, 91, 14, 39, 98, 4, 8, 34, 99, 10, 82, 90, 65, 53, 70, 69, 27, 31, 88, 55, 33, 68, 93, 47, 20, 24, 12, 74, 46, 48, 16, 77, 1, 18, 84, 22, 11, 73, 83, 43, 60, 23, 71, 51, 30, 25, 2, 97, 59, 58, 13, 15, 86, 75, 56, 49, 72, 21, 35, 17, 57, 52, 44, 36, 45, 26, 94, 63, 85, 81, 42, 54, 37, 67, 3, 6, 64, 61, 78
59, 39, 65, 17, 70, 75, 92, 50, 44, 36, 55, 24, 78, 45, 38, 60, 97, 8, 52, 54, 7, 81, 72, 33, 64, 20, 12, 9, 84, 68, 80, 2, 40, 99, 35, 85, 28, 13, 25, 34, 15, 27, 62, 90, 91, 77, 30, 49, 19, 11, 82, 48, 95, 57, 89, 73, 21, 4, 16, 58, 76, 47, 67, 63, 94, 86, 5, 26, 69, 18, 96, 37, 22, 29, 71, 41, 53, 88, 23, 83, 98, 79, 46, 66, 61, 1, 42, 31, 74, 0, 87, 56, 32, 43, 14, 51, 93, 3, 10, 6
44, 97, 87, 71, 37, 56, 93, 90, 54, 12, 59, 23, 94, 7, 60, 1, 92, 39, 80, 13, 70, 50, 47, 19, 17, 16, 41, 28, 84, 11, 74, 4, 10, 36, 14, 57, 45, 58, 49, 30, 38, 88, 79, 68, 75, 34, 95, 0, 82, 21, 98, 9, 52, 85, 53, 89, 8, 22, 73, 46, 27, 43, 61, 64, 72, 48, 32, 25, 29, 76, 81, 40, 63, 96, 77, 51, 62, 78, 91, 20, 5, 18, 83, 66, 99, 31, 15, 26, 33, 2, 69, 6, 65, 42, 55, 35, 86, 3, 24, 67
2, 10, 82, 0, 62, 29, 89, 68, 86, 6, 75, 15, 36, 41, 16, 61, 47, 91, 38, 97, 58, 24, 53, 8, 67, 70, 56, 64, 12, 93, 26, 83, 17, 74, 4, 7, 27, 14, 81, 71, 18, 25, 43, 96, 21, 65, 80, 57, 42, 63, 72, 79, 35, 78, 46, 99, 11, 28, 98, 30, 55, 54, 31, 40, 66, 87, 19, 22, 84, 94, 49, 60, 95, 23, 1, 90, 85, 92, 59, 20, 9, 50, 34, 3, 5, 32, 45, 76, 73, 69, 33, 51, 13, 52, 48, 39, 77, 88, 37, 44
53, 72, 36, 84, 61, 90, 55, 14, 5, 59, 15, 44, 75, 66, 80, 3, 76, 67, 68, 91, 49, 62, 47, 32, 25, 98, 7, 12, 30, 85, 88, 96, 86, 71, 24, 27, 89, 9, 8, 31, 17, 73, 83, 87, 39, 82, 0, 56, 4, 28, 6, 40, 51, 92, 77, 23, 29, 43, 35, 2, 95, 21, 37, 48, 41, 13, 63, 26, 1, 99, 69, 79, 65, 34, 57, 38, 70, 45, 42, 11, 94, 78, 64, 19, 46, 97, 74, 33, 93, 60, 50, 81, 16, 52, 10, 18, 20, 22, 54, 58
0, 56, 55, 5, 64, 96, 31, 6, 35, 70, 48, 75, 43, 30, 3, 67, 97, 99, 33, 40, 26, 61, 25, 58, 77, 59, 34, 7, 86, 50, 80, 57, 94, 47, 15, 62, 41, 51, 17, 95, 84, 4, 98, 91, 18, 53, 60, 66, 82, 88, 16, 8, 22, 11, 19, 93, 23, 87, 42, 68, 28, 27, 44, 52, 32, 83, 74, 49, 73, 20, 12, 78, 81, 72, 46, 13, 37, 1, 65, 21, 2, 24, 76, 71, 9, 89, 63, 10, 45, 54, 85, 14, 39, 29, 36, 69, 92, 79, 90, 38
95, 42, 64, 38, 30, 43, 52, 9, 55, 54, 39, 80, 18, 2, 99, 72, 10, 77, 47, 41, 70, 23, 94, 98, 8, 51, 25, 58, 56, 93, 5, 81, 20, 60, 28, 29, 27, 86, 61, 79, 65, 84, 78, 87, 15, 92, 76, 73, 75, 96, 12, 89, 68, 7, 63, 45, 97, 21, 4, 44, 82, 32, 13, 35, 0, 67, 36, 40, 6, 85, 46, 91, 16, 37, 83, 90, 26, 34, 49, 62, 71, 14, 48, 57, 33, 19, 88, 3, 59, 74, 66, 22, 69, 11, 17, 24, 1, 53, 31, 50
65, 71, 56, 51, 96, 33, 23, 43, 8, 66, 25, 75, 20, 84, 42, 91, 41, 78, 4, 40, 97, 37, 28, 34, 57, 69, 98, 68, 31, 63, 13, 87, 83, 21, 90, 74, 89, 48, 99, 59, 79, 93, 2, 62, 30, 12, 82, 26, 58, 50, 27, 81, 85, 45, 52, 95, 88, 49, 0, 11, 46, 38, 7, 9, 60, 67, 70, 39, 44, 80, 64, 72, 36, 16, 32, 3, 92, 86, 55, 15, 54, 18, 61, 29, 14, 53, 35, 73, 5, 94, 17, 76, 19, 24, 47, 77, 10, 1, 22, 6
48, 82, 66, 78, 12, 22, 47, 52, 0, 32, 26, 28, 72, 6, 49, 40, 7, 58, 10, 93, 35, 11, 57, 73, 53, 13, 1, 94, 64, 79, 44, 2, 24, 71, 14, 92, 56, 27, 81, 45, 84, 4, 23, 34, 86, 8, 50, 97, 37, 39, 77, 5, 51, 88, 38, 80, 85, 91, 42, 75, 95, 18, 19, 20, 70, 98, 59, 74, 29, 62, 90, 65, 99, 61, 21, 43, 67, 25, 36, 69, 63, 3, 54, 76, 87, 9, 33, 46, 17, 60, 16, 83, 30, 15, 96, 31, 89, 55, 68, 41
15, 0, 98, 84, 58, 97, 72, 21, 30, 27, 46, 67, 8, 33, 71, 68, 95, 16, 49, 60, 96, 44, 39, 37, 4, 74, 31, 45, 57, 81, 47, 86, 64, 11, 85, 70, 61, 80, 69, 9, 29, 54, 90, 26, 42, 32, 38, 99, 63, 76, 79, 59, 89, 12, 13, 91, 36, 94, 35, 55, 56, 41, 3, 77, 83, 50, 2, 22, 23, 17, 7, 82, 88, 19, 25, 34, 40, 66, 53, 5, 51, 14, 1, 65, 48, 6, 73, 28, 92, 24, 43, 52, 87, 20, 10, 62, 93, 78, 18, 75
52, 13, 74, 90, 85, 11, 30, 38, 43, 51, 86, 59, 18, 15, 24, 73, 70, 10, 87, 96, 72, 65, 40, 55, 97, 19, 32, 7, 69, 20, 2, 5, 75, 4, 28, 95, 36, 71, 6, 62, 81, 27, 56, 47, 48, 50, 31, 77, 60, 79, 34, 39, 94, 64, 63, 26, 80, 46, 29, 82, 76, 45, 66, 53, 16, 3, 12, 14, 84, 44, 93, 25, 68, 61, 58, 67, 22, 57, 8, 42, 54, 78, 1, 41, 17, 21, 33, 49, 9, 0, 91, 92, 23, 83, 88, 37, 35, 99, 98, 89
30, 72, 65, 32, 7, 69, 55, 66, 94, 75, 23, 71, 16, 53, 64, 17, 93, 62, 21, 44, 99, 5, 89, 14, 57, 85, 70, 39, 59, 41, 74, 1, 87, 33, 15, 98, 10, 9, 78, 56, 45, 37, 31, 36, 63, 13, 61, 51, 52, 47, 2, 49, 24, 46, 58, 81, 68, 97, 29, 95, 82, 8, 48, 92, 83, 18, 11, 20, 60, 73, 76, 86, 4, 27, 67, 77, 80, 54, 84, 22, 35, 34, 38, 43, 25, 42, 90, 3, 28, 50, 26, 88, 19, 79, 91, 12, 96, 6, 40, 0
78, 89, 12, 90, 81, 6, 83, 70, 48, 37, 43, 0, 86, 68, 18, 21, 87, 10, 88, 64, 32, 80, 85, 72, 69, 66, 99, 60, 25, 30, 61, 65, 29, 91, 82, 8, 31, 16, 62, 27, 40, 14, 54, 76, 28, 67, 51, 58, 22, 79, 23, 33, 55, 44, 56, 1, 35, 97, 17, 53, 73, 98, 13, 84, 20, 24, 77, 96, 41, 45, 38, 71, 59, 50, 36, 63, 52, 26, 34, 74, 94, 5, 11, 46, 4, 42, 75, 39, 49, 7, 93, 92, 95, 15, 19, 57, 2, 47, 9, 3
53, 7, 97, 32, 30, 21, 47, 43, 29, 88, 18, 50, 82, 86, 46, 93, 20, 4, 24, 33, 60, 35, 41, 69, 56, 51, 45, 15, 31, 64, 84, 90, 59, 70, 73, 85, 19, 76, 48, 55, 66, 14, 74, 75, 27, 49, 91, 5, 10, 80, 98, 92, 81, 13, 11, 99, 89, 95, 40, 72, 67, 9, 1, 65, 42, 68, 54, 22, 39, 3, 6, 79, 8, 57, 78, 23, 87, 52, 34, 94, 37, 44, 28, 0, 16, 83, 96, 2, 61, 36, 77, 12, 58, 17, 62, 38, 26, 71, 25, 63
26, 22, 40, 32, 39, 78, 92, 50, 54, 66, 6, 85, 47, 43, 80, 2, 21, 46, 41, 27, 23, 55, 82, 91, 93, 51, 35, 16, 70, 94, 37, 99, 36, 88, 68, 44, 56, 20, 87, 8, 97, 4, 84, 5, 29, 59, 90, 18, 65, 60, 1, 19, 28, 34, 48, 42, 45, 67, 15, 11, 76, 33, 89, 61, 30, 64, 12, 75, 52, 31, 9, 69, 49, 96, 25, 79, 71, 98, 10, 57, 73, 17, 74, 38, 86, 0, 77, 3, 53, 58, 62, 24, 72, 14, 95, 7, 63, 81, 13, 83
38, 63, 65, 85, 29, 54, 30, 15, 21, 5, 35, 33, 94, 12, 9, 87, 93, 58, 70, 57, 97, 44, 14, 71, 24, 98, 90, 36, 19, 80, 61, 89, 18, 46, 81, 17, 77, 91, 67, 7, 84, 16, 39, 75, 47, 52, 4, 3, 10, 88, 37, 69, 26, 66, 20, 79, 95, 27, 32, 92, 48, 96, 40, 56, 11, 43, 13, 86, 31, 8, 50, 82, 83, 73, 76, 74, 51, 28, 0, 45, 53, 72, 60, 6, 99, 55, 68, 62, 25, 64, 59, 34, 1, 49, 41, 23, 42, 2, 78, 22
98, 50, 97, 38, 29, 99, 78, 68, 21, 87, 41, 22, 12, 91, 52, 26, 55, 28, 77, 5, 11, 85, 31, 45, 88, 65, 1, 24, 71, 93, 46, 40, 80, 37, 79, 69, 17, 92, 67, 42, 57, 73, 86, 10, 20, 60, 51, 90, 58, 16, 32, 3, 64, 70, 61, 66, 13, 63, 47, 84, 6, 8, 2, 25, 39, 56, 43, 89, 23, 36, 0, 82, 30, 33, 34, 15, 7, 35, 74, 54, 9, 75, 48, 44, 14, 72, 4, 96, 83, 18, 95, 19, 76, 27, 59, 49, 94, 53, 81, 62
